"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1973",19205.8031,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1974",19243.1478,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1975",17529.5082,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1976",20441.9088,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1977",23438.1221,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1978",26153.1756,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1979",29327.8812,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1980",31119.0485,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1981",34719.1895,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1982",42284.7334,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1983",48023.1227,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1984",50763.0093,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1985",48502.8337,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1986",51219.5053,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1987",56080.5378,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1988",59312.2306,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1989",62670.2517,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1990",65995.0216,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1991",69341.1356,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1992",72797.3348,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1993",78688.075,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1994",92693.2985,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1995",120680.9746,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1996",142682.2244,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1997",157971.9859,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1998",177079.4362,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1999",199066.6554,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2000",231477.7918,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2001",223153.8204,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2002",226372.17,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2003",232469.776,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2004",253699.9039,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2005",268195.4279,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2006",288761.6367,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2007",299291.7788,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2008",295257.2333,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2009",260471.378,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2010",313989.2674,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2011",339786.095,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2012",359626.9924,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2013",368069.0143,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2014",393686.759,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2015",429078.6813,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1969",73981.3529,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1970",82408.1334,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1971",91182.9404,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1972",100196.8265,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1973",111866.3061,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1974",115062.0971,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1975",111649.9244,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1976",121918.219,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1977",120261.3103,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1978",125328.8786,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1979",135100.8572,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1980",138551.7789,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1981",142519.3101,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1982",141026.4058,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1983",144238.827,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1984",155403.294,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1985",162329.2836,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1986",165652.2653,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1987",171923.1382,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1988",187226.0385,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1989",203349.3092,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1990",214855.9866,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1991",229053.8255,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1992",235795.7994,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1993",245153.3986,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1994",266407.2049,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1995",290940.1698,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1996",303095.7914,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1997",332566.3292,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1998",354903.703,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1999",386368.9673,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2000",435553.3194,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2001",441835.2611,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2002",444234.3614,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2003",451355.9995,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2004",491545.8251,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2005",519133.2511,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2006",555558.8185,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2007",586895.4637,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2008",597659.0405,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2009",544453.3644,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2010",601815.8241,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2011",628320.2063,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2012",652156.9755,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2013",666026.1199,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2014",695670.8265,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2015",730134.4367,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1970",8833.9236,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1971",9478.5738,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1972",9674.3701,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1973",9485.9623,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1974",9228.287,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1975",10405.8356,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1976",11559.3715,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1977",11553.8301,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1978",11831.8239,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1979",12352.716,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1980",12744.3087,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1981",13038.0031,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1982",13241.188,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1983",14047.4625,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1984",15364.4698,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1985",15619.3745,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1986",16336.9864,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1987",17530.9153,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1988",17904.1107,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1989",17549.4591,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1990",19184.4107,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1991",20957.6687,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1992",21919.6322,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1993",23486.5896,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1994",25482.3741,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1995",26444.3376,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1996",27554.652,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1997",28494.981,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1998",29468.5344,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1999",31914.7805,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2000",33845.6614,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2001",34959.0666,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2002",37595.3874,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2003",38605.2559,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2004",39825.2883,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2005",39646.8035,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2006",41026.7768,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2007",42621.55,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2008",41461.0125,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2009",43139.2331,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2010",44356.1749,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2011",45371.452,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2012",46749.88,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2013",46758.3793,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2014",48727.1206,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2015",52058.0641,"E"
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1970",34250.6636,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1971",34784.2929,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1972",39507.0643,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1973",42566.1321,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1974",42909.2811,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1975",44518.707,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1976",49955.0169,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1977",51221.9036,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1978",56338.036,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1979",57677.6996,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1980",60351.5379,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1981",61402.1269,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1982",61483.6451,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1983",65825.456,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1984",70994.4431,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1985",76122.7728,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1986",77843.6001,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1987",78724.6474,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1988",83649.4864,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1989",92750.0506,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1990",100684.9652,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1991",106772.2012,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1992",111909.6788,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1993",115430.8187,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1994",125162.1835,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1995",131421.6039,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1996",144597.8759,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1997",155817.7106,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1998",156864.2338,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1999",161327.8138,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2000",166449.2317,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2001",173678.536,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2002",173205.4863,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2003",173009.1108,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2004",174788.8914,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2005",175580.289,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2006",174165.2059,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2007",176534.9263,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2008",176768.5035,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2009",169520.0902,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2010",170638.5771,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2011",169318.0226,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2012",171762.1462,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2013",168910.4315,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2014",174118.2465,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","2015",180609.0078,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","1990",34803.5365,"E"
"POL","TRADEGOODSERV","EXP","MLN_USD","A","1991",34206.2766,"E"
"POL","TRADEGOODSERV","EXP","MLN_USD","A","1992",37898.3279,"E"
"POL","TRADEGOODSERV","EXP","MLN_USD","A","1993",39092.8478,"E"
"POL","TRADEGOODSERV","EXP","MLN_USD","A","1994",44196.6803,"E"
"POL","TRADEGOODSERV","EXP","MLN_USD","A","1995",54295.6451,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","1996",60437.9596,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","1997",67813.4244,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","1998",77470.6952,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","1999",75517.0654,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2000",93348.9623,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2001",96200.7066,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2002",100848.4492,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2003",115068.1761,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2004",120699.2317,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2005",132607.1212,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2006",153242.9677,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2007",168629.0038,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2008",180535.5196,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2009",169799.8067,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2010",191992.8365,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2011",207086.5254,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2012",216579.919,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2013",229753.1101,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2014",245089.2232,
"POL","TRADEGOODSERV","EXP","MLN_USD","A","2015",263946.1106,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1970",9900.447,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1971",10879.0662,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1972",12897.0848,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1973",13435.9244,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1974",11325.2745,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1975",9559.7274,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1976",9559.7274,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1977",10123.6973,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1978",11044.2594,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1979",14685.1387,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1980",15010.5026,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1981",14343.5915,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1982",15013.2667,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1983",17055.8479,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1984",19040.3207,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1985",20309.5333,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1986",21681.5746,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1987",24112.7353,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1988",26085.9362,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1989",29269.584,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1990",32046.7202,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1991",32419.1142,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1992",33468.6847,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1993",32373.1146,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1994",35088.7828,"E"
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1995",38189.932,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1996",40444.6738,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1997",43418.3004,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1998",46896.3554,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","1999",48593.58,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2000",52695.046,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2001",53882.4286,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2002",55541.4634,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2003",57371.3942,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2004",59932.3982,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2005",60223.6592,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2006",67674.0878,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2007",72623.0392,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2008",72388.738,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2009",65000.1897,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2010",71188.988,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2011",76197.7044,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2012",78792.6713,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2013",84296.9224,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2014",87952.3931,
"PRT","TRADEGOODSERV","EXP","MLN_USD","A","2015",93331.6777,"E"
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","1992",17077.0526,"E"
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","1993",17033.6864,"E"
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","1994",19547.6509,"E"
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","1995",20436.6892,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","1996",20152.3339,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","1997",22166.2736,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","1998",21587.4591,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","1999",23769.9689,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2000",25550.2509,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2001",28267.6097,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2002",30257.0608,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2003",35822.6327,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2004",43294.0104,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2005",48870.2095,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2006",60070.989,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2007",68842.7396,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2008",70921.2675,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2009",59032.2866,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2010",68320.8289,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2011",76524.5815,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2012",83646.3535,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2013",89221.1872,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2014",92485.5889,
"SVK","TRADEGOODSERV","EXP","MLN_USD","A","2015",98960.1901,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1970",33245.7921,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1971",37967.2295,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1972",43054.7277,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1973",47360.7981,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1974",46887.1602,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1975",46698.9004,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1976",49034.2189,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1977",54967.3923,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1978",60848.2712,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1979",64256.3721,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1980",65731.0742,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1981",73153.1653,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1982",77224.62,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1983",84648.5086,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1984",94838.8294,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1985",95471.5676,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1986",95694.464,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1987",100733.0015,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1988",104577.9647,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1989",106075.3253,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1990",111052.746,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1991",120211.2721,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1992",129236.7793,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1993",139364.1858,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1994",162595.7444,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1995",177882.1243,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1996",195559.2175,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1997",224103.2134,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1998",242110.0883,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","1999",261490.3914,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2000",288904.6532,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2001",299522.5641,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2002",303616.3601,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2003",313997.1989,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2004",327348.7219,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2005",333147.0522,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2006",349587.1329,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2007",378443.693,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2008",375237.2614,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2009",333875.4856,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2010",365338.513,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2011",392396.5046,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2012",396573.7394,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2013",413563.4563,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2014",431112.0803,
"ESP","TRADEGOODSERV","EXP","MLN_USD","A","2015",452073.7462,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1970",34753.8344,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1971",36411.1109,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1972",38546.1752,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1973",43824.7167,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1974",46151.1539,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1975",41867.1716,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1976",43675.2267,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1977",44311.2033,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1978",47767.8361,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1979",50698.9988,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1980",50428.0483,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1981",51632.745,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1982",55086.6045,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1983",60600.0445,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1984",64916.6471,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1985",65722.7722,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1986",67980.4357,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1987",70931.9506,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1988",72946.1406,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1989",75276.782,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1990",76602.0927,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1991",75136.2795,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1992",76759.2759,"E"
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1993",83147.9696,
"SWE","TRADEGOODSERV","EXP","MLN_USD","A","1994",94363.7488,
